section	pivot_word	template	occurrences	paper_count	top_papers	exemplar_quotes
results	however	However, the electron-currents of all the devices depicted a higher process than those of hole-currents, which are in an agreement with recently reported work, implied that the charge mobility orders of magnitude difference in electron compared to hole mobility has been solved.	1	1	10.1038/s41377-025-01817-x	However, the electron-currents of all the devices depicted a higher process than those of hole-currents, which are in an agreement with recently reported work, implied that the charge mobility orders of magnitude difference in electron compared to hole mobility has been solved.
results	whereas	The measured LUMO energy level of these emitters are ranged from −# to −# eV, corresponding to −# eV of mSiTrz, indicating their hole-current can be confined in SiCzCz and SiTrzCz#; tBuCz-m-CF# and tBuCz-p-CF# dispayed a better confinement than those of m-CF# and p-CF#, as their HOMO energy level are shallower than that of SiCzCz (−# eV), whereas the HOMO energy of m-CF# (−# eV) and p-CF# (−# eV) are comparable to that of SiCzCz.	1	1	10.1038/s41377-025-01817-x	The measured LUMO energy level of these emitters are ranged from −2.86 to −2.94 eV, corresponding to −2.72 eV of mSiTrz, indicating their hole-current can be confined in SiCzCz and SiTrzCz2; tBuCz-m-CF3 and tBuCz-p-CF3 dispayed a better confinement than those of m-CF3 and p-CF3, as their HOMO energy level are shallower than that of SiCzCz (−5.52 eV), whereas the HOMO energy of m-CF3 (−5.55 eV) and p-CF3 (−5.50 eV) are comparable to that of SiCzCz.
introduction	however	However, pure-red PeLEDs with emission wavelength less than # nm, which can meet the requirement of Rec.#, are still inferior to the counterparts mentioned above.	1	1	10.1038/s41467-024-50022-8	However, pure-red PeLEDs with emission wavelength less than 635 nm, which can meet the requirement of Rec.2020, are still inferior to the counterparts mentioned above.
introduction	while	While the low-dimensional phase of quasi-#D perovskite of pure CsPbI# is expected to achieve pure red emission, the wide distribution of multiphase in perovskite thin films leads to inefficient energy transfer and unsatisfactory color purity.	1	1	10.1038/s41467-024-50022-8	While the low-dimensional phase of quasi-2D perovskite of pure CsPbI3 is expected to achieve pure red emission, the wide distribution of multiphase in perovskite thin films leads to inefficient energy transfer and unsatisfactory color purity.
introduction	although	Although CsPbI# QDs can be stabilized by doping smaller metal cations, such as Mn#+, and Sr#+, to shrink the lattice, it is still difficult to achieve emissions below # nm.	1	1	10.1038/s41467-024-50022-8	Although CsPbI3 QDs can be stabilized by doping smaller metal cations, such as Mn2+, and Sr2+, to shrink the lattice, it is still difficult to achieve emissions below 640 nm.
introduction	but	The strong binding ligands or multi-anchored ligands introduced by in situ QDs nucleation or ligand exchange after ripening can significantly improve the durability and stability of CsPbI# QDs, but they are still limited to achieving the synthesis of pure red QDs.	1	1	10.1038/s41467-024-50022-8	The strong binding ligands or multi-anchored ligands introduced by in situ QDs nucleation or ligand exchange after ripening can significantly improve the durability and stability of CsPbI3 QDs, but they are still limited to achieving the synthesis of pure red QDs.
results	however	However, the QDs treated with NSA (# M) ligands maintain good dispersion (Supplementary Fig. #c).	1	1	10.1038/s41467-024-50022-8	However, the QDs treated with NSA (0.6 M) ligands maintain good dispersion (Supplementary Fig. 4c).
results	while	The PL peak of CsPbI# QDs treated with NSA and NH#PF# ligands is # nm with an FWHM of # nm, while the PL peak of untreated CsPbI# QDs is # nm with an FWHM of # nm.	1	1	10.1038/s41467-024-50022-8	The PL peak of CsPbI3 QDs treated with NSA and NH4PF6 ligands is 623 nm with an FWHM of 32 nm, while the PL peak of untreated CsPbI3 QDs is 639 nm with an FWHM of 42 nm.
abstract	however	However, the weak surface coordination of conventional long-chain ligands (e.g., oleylamine and oleic acid) leads to face-to-face stacking of the NPLs, resulting in undesirable emission redshifts in their PeLEDs.	1	1	10.1038/s41377-025-02019-1	However, the weak surface coordination of conventional long-chain ligands (e.g., oleylamine and oleic acid) leads to face-to-face stacking of the NPLs, resulting in undesirable emission redshifts in their PeLEDs.
introduction	while	While recent research has primarily focused on enhancing device efficiency, achieving external quantum efficiencies (EQEs) over #% for red and green PeLEDs and exceeding #% for sky-blue variants, less attention has been given to the precise control of color coordinates as defined by the Commission International de l'Éclairage (CIE).	1	1	10.1038/s41377-025-02019-1	While recent research has primarily focused on enhancing device efficiency, achieving external quantum efficiencies (EQEs) over 20% for red and green PeLEDs and exceeding 15% for sky-blue variants, less attention has been given to the precise control of color coordinates as defined by the Commission International de l'Éclairage (CIE).
introduction	however	However, for ultra-high-definition applications, high efficiency alone is insufficient; accurate color tuning, especially of the three primary colors, is essential.	1	1	10.1038/s41377-025-02019-1	However, for ultra-high-definition applications, high efficiency alone is insufficient; accurate color tuning, especially of the three primary colors, is essential.
introduction	despite	Despite significant advancements, achieving both high efficiency and spectrally deep-blue emission in PeLEDs remains a considerable challenge.	1	1	10.1038/s41377-025-02019-1	Despite significant advancements, achieving both high efficiency and spectrally deep-blue emission in PeLEDs remains a considerable challenge.
