from_section	to_section	pattern	occurrences	paper_count	top_papers	exemplar_quotes
abstract	introduction	Inorganic colloidal quantum dot light-emitting diodes (QD-LEDs) are promising for next-generation displays due to their broad colour controllability colour purity optical efficiency and electrical stability.	1	1	10.1038/s41928-026-01670-9	Inorganic colloidal quantum dot light-emitting diodes (QD-LEDs) are promising for next-generation displays due to their broad colour controllability colour purity optical efficiency and electrical stability.
introduction	results	Figure # illustrates the key process steps of CATP for high-resolution QD pixel patterning with optical and photoluminescence (PL) images of the patterned QD layer on the donor and target substrates.	1	1	10.1038/s41928-026-01670-9	Figure 1 illustrates the key process steps of CATP for high-resolution QD pixel patterning with optical and photoluminescence (PL) images of the patterned QD layer on the donor and target substrates.
results	discussion	We have reported a cracking-assisted TP technology for creating Cd-free QD full-colour EL displays on an AM backplane.	1	1	10.1038/s41928-026-01670-9	We have reported a cracking-assisted TP technology for creating Cd-free QD full-colour EL displays on an AM backplane.
discussion	methods	CATP for high-resolution QD patterning	1	1	10.1038/s41928-026-01670-9	CATP for high-resolution QD patterning
abstract	introduction	Colloidal quantum dots (QDs) have emerged as versatile luminescent materials due to their compelling properties of tunable emission wavelength high color purity good solution-processibility and high photoluminescence quantum yields (PLQYs).	1	1	10.1038/s41377-026-02246-0	Colloidal quantum dots (QDs) have emerged as versatile luminescent materials due to their compelling properties of tunable emission wavelength high color purity good solution-processibility and high photoluminescence quantum yields (PLQYs).
introduction	results	Principle of the light-driven QD patterning	1	1	10.1038/s41377-026-02246-0	Principle of the light-driven QD patterning
results	discussion	In this work we demonstrate a new principle of the photoisomeric transformation for high-quality QD pixels through the collaboration of SP and MC photoisomeric materials.	1	1	10.1038/s41377-026-02246-0	In this work we demonstrate a new principle of the photoisomeric transformation for high-quality QD pixels through the collaboration of SP and MC photoisomeric materials.
discussion	methods	Lead bromide (PbBr₂, #%) and formamidine bromide (FABr #%) were purchased from Xi’an Polymer Light Technology Corp.	1	1	10.1038/s41377-026-02246-0	Lead bromide (PbBr₂, 99.99%) and formamidine bromide (FABr 99.99%) were purchased from Xi’an Polymer Light Technology Corp.
abstract	introduction	Antiferromagnets (AFMs) have been pursued as potential building blocks for spintronic devices for their fast switching dynamics and absence of long-range dipolar interactions.	1	1	10.1038/s41467-024-52208-6	Antiferromagnets (AFMs) have been pursued as potential building blocks for spintronic devices for their fast switching dynamics and absence of long-range dipolar interactions.
introduction	results	We develop AFM/insulator/FM MTJs as shown schematically in Fig. #d, with the non-collinear antiferromagnetic Mn#Sn and ferromagnetic alloy CoFeB employed as two electrodes.	1	1	10.1038/s41467-024-52208-6	We develop AFM/insulator/FM MTJs as shown schematically in Fig. 1d, with the non-collinear antiferromagnetic Mn3Sn and ferromagnetic alloy CoFeB employed as two electrodes.
results	discussion	In conclusion, we experimentally study Mn#Sn/MgO/CoFeB AFMTJs and observe a TMR ratio as large as #% at # K.	1	1	10.1038/s41467-024-52208-6	In conclusion, we experimentally study Mn3Sn/MgO/CoFeB AFMTJs and observe a TMR ratio as large as 100% at 10 K.
discussion	methods	The full AFMTJ stack consists of Si/SiOx//Ru(#)/Mn#Sn(#)/MgO(#)/CoFeB(#)/Ta(#)/Ru(#) (bottom to top, nominal thickness, units in nanometers).	1	1	10.1038/s41467-024-52208-6	The full AFMTJ stack consists of Si/SiOx//Ru(2)/Mn3Sn(50)/MgO(4)/CoFeB(10)/Ta(5)/Ru(5) (bottom to top, nominal thickness, units in nanometers).
abstract	introduction	Magnetoresistive random access memory (MRAM) has emerged as a promising candidate for next-generation information storage devices due to its unique combination of non-volatility, robust endurance, and potential for scalability.	1	1	10.1038/s41467-025-66981-5	Magnetoresistive random access memory (MRAM) has emerged as a promising candidate for next-generation information storage devices due to its unique combination of non-volatility, robust endurance, and potential for scalability.
introduction	results	Here, we present a purely collinear AFMTJ constructed as a Van der Waals (vdW) heterostructure.	1	1	10.1038/s41467-025-66981-5	Here, we present a purely collinear AFMTJ constructed as a Van der Waals (vdW) heterostructure.
results	discussion	Our work demonstrates that uncompensated interfaces fulfill dual critical functions.	1	1	10.1038/s41467-025-66981-5	Our work demonstrates that uncompensated interfaces fulfill dual critical functions.
discussion	methods	Single-crystal FCGT was grown by the chemical vapor transport method.	1	1	10.1038/s41467-025-66981-5	Single-crystal FCGT was grown by the chemical vapor transport method.
abstract	introduction	The Internet of Things (IoT) has the ability to provide every human access and communication to the world in unprecedented ways, thanks to the deployment of trillions of sensors.	1	1	10.1038/s41467-025-67347-7	The Internet of Things (IoT) has the ability to provide every human access and communication to the world in unprecedented ways, thanks to the deployment of trillions of sensors.
introduction	results	The schematic view of the MoS# SGT device structure is shown in Fig. #a.	1	1	10.1038/s41467-025-67347-7	The schematic view of the MoS2 SGT device structure is shown in Fig. 1a.
results	discussion	A CVD monolayer MoS#-based source-gated transistor is demonstrated with high intrinsic gain and high cut-off frequency operating in the subthreshold region.	1	1	10.1038/s41467-025-67347-7	A CVD monolayer MoS2-based source-gated transistor is demonstrated with high intrinsic gain and high cut-off frequency operating in the subthreshold region.
discussion	methods	The fabrication process flow of MoS# SGT is shown in Supplementary Fig. #	1	1	10.1038/s41467-025-67347-7	The fabrication process flow of MoS2 SGT is shown in Supplementary Fig. 5.
abstract	introduction	Colloidal quantum dots (CQDs), due to their bandgap tunability via quantum size effect, have been demonstrated as excellent semiconducting materials for optoelectronic devices and applications such as quantum dot light emitting diodes (QLEDs), photodetectors, and photovoltaics.	1	1	10.1038/s41467-020-15481-9	Colloidal quantum dots (CQDs), due to their bandgap tunability via quantum size effect, have been demonstrated as excellent semiconducting materials for optoelectronic devices and applications such as quantum dot light emitting diodes (QLEDs), photodetectors, and photovoltaics.
introduction	results	Simulation of the surface trap states	1	1	10.1038/s41467-020-15481-9	Simulation of the surface trap states
results	discussion	In conclusion, we investigated the ligand effects on the device performance in perspective of surface trap states.	1	1	10.1038/s41467-020-15481-9	In conclusion, we investigated the ligand effects on the device performance in perspective of surface trap states.
discussion	methods	The quantum dots used in this work were prepared according to the methods previously reported in the related literatures with appropriate modifications.	2	2	10.1038/s41467-020-15481-9;10.1038/s41467-018-04986-z	The quantum dots used in this work were prepared according to the methods previously reported in the related literatures with appropriate modifications. | The quantum dots used in this work were prepared according to the methods previously reported in the related literatures with appropriate modifications.
abstract	introduction	Displays beyond eye-limiting resolution have attracted substantial interest as a key enabler for augmented/virtual reality (AR/VR) and ultrahigh-resolution (e.g., # K and # K) screens.	1	1	10.1038/s41467-022-29538-4	Displays beyond eye-limiting resolution have attracted substantial interest as a key enabler for augmented/virtual reality (AR/VR) and ultrahigh-resolution (e.g., 8 K and 16 K) screens.
introduction	results	Wafer-scale epilayer transfer and μ-LED formation	1	1	10.1038/s41467-022-29538-4	Wafer-scale epilayer transfer and μ-LED formation
results	discussion	This work is a culmination of several techniques for achieving high-resolution GaN LED arrays with QD-based color conversion.	1	1	10.1038/s41467-022-29538-4	This work is a culmination of several techniques for achieving high-resolution GaN LED arrays with QD-based color conversion.
discussion	methods	Elastomeric mask preparation and patterning of QDs	1	1	10.1038/s41467-022-29538-4	Elastomeric mask preparation and patterning of QDs
abstract	introduction	Colloidal quantum dots (QDs) have emerged as one of the most competitive emitters for applications in high-performance displays due to their excellent optical properties, such as tunable emission wavelengths, narrow emission spectra, and high luminescent efficiency.	1	1	10.1038/s41377-024-01601-3	Colloidal quantum dots (QDs) have emerged as one of the most competitive emitters for applications in high-performance displays due to their excellent optical properties, such as tunable emission wavelengths, narrow emission spectra, and high luminescent efficiency.
introduction	results	To start with the DED, the CsPbBr# QDs with green emission were first synthesized through the facile synthetic process.	1	1	10.1038/s41377-024-01601-3	To start with the DED, the CsPbBr3 QDs with green emission were first synthesized through the facile synthetic process.
results	discussion	We have developed a new and effective strategy of orthogonal electric field-induced template-assisted DED for the fabrication of QD patterns.	1	1	10.1038/s41377-024-01601-3	We have developed a new and effective strategy of orthogonal electric field-induced template-assisted DED for the fabrication of QD patterns.
discussion	methods	The DMS used in the experiment was Sylgard # purchased from Aladdin.	1	1	10.1038/s41377-024-01601-3	The DMS used in the experiment was Sylgard 184 purchased from Aladdin.
abstract	introduction	Metaverse is a platform to connect digital and physical realities, enabled by immersive technology of augmented reality (AR) and virtual reality (VR).	1	1	10.1038/s41377-025-02000-y	Metaverse is a platform to connect digital and physical realities, enabled by immersive technology of augmented reality (AR) and virtual reality (VR).
introduction	results	Fabrication of color-converted Micro-QLED	1	1	10.1038/s41377-025-02000-y	Fabrication of color-converted Micro-QLED
results	discussion	In summary, we have successfully demonstrated full-color color-converted Micro-QLED panel by combining blue Micro-QLED EL device and red-green QDCC array.	1	1	10.1038/s41377-025-02000-y	In summary, we have successfully demonstrated full-color color-converted Micro-QLED panel by combining blue Micro-QLED EL device and red-green QDCC array.
discussion	methods	Chemicals: Zinc acetate dihydrate (Zn(OAc)₂·#H₂O), magnesium acetate tetrahydrate (Mg(OAc)₂·#H₂O), lithium hydroxide (LiOH), dimethyl sulfoxide (DMSO), and ethanol were purchased from Shanghai Aladdin Biochemical Technology Co., Ltd.	1	1	10.1038/s41377-025-02000-y	Chemicals: Zinc acetate dihydrate (Zn(OAc)₂·2H₂O), magnesium acetate tetrahydrate (Mg(OAc)₂·4H₂O), lithium hydroxide (LiOH), dimethyl sulfoxide (DMSO), and ethanol were purchased from Shanghai Aladdin Biochemical Technology Co., Ltd.
