section	opener_3gram	total_occurrences	paper_count	top_papers
results	this implies that	11	10	10.1038/s41467-022-31189-4;10.1038/s41467-019-13909-5;10.1038/s41467-021-27652-3;10.1038/s41467-022-35731-2;10.1038/s41467-024-49751-7
results	the performance of	11	10	10.1038/s41377-024-01500-7;10.1038/s41377-026-02237-1;10.1038/s41467-018-05760-x;10.1038/s41467-019-13909-5;10.1038/s41467-020-16652-4
results	benefiting from the	11	9	10.1038/s41377-026-02247-z;10.1038/s41467-025-63684-9;10.1038/s41377-024-01500-7;10.1038/s41467-018-04986-z;10.1038/s41467-025-56557-8
methods	a solution of	10	7	10.1038/s41467-020-14756-5;10.1038/s41467-020-16855-9;10.1038/s41467-025-67737-x;10.1038/s41467-022-31189-4;10.1038/s41467-023-43340-w
results	figure 1a shows	10	10	10.1038/s41377-022-01036-8;10.1038/s41377-025-01972-1;10.1038/s41377-025-02000-y;10.1038/s41467-020-20433-4;10.1038/s41467-022-31853-9
results	to further explore	10	10	10.1038/s41377-022-00992-5;10.1038/s41377-025-01867-1;10.1038/s41467-023-39531-0;10.1038/s41467-023-41868-5;10.1038/s41467-024-50508-5
results	as can be	10	7	10.1038/s43246-026-01177-y;10.1038/s41467-021-22864-z;10.1038/s41377-022-01036-8;10.1038/s41377-025-01817-x;10.1038/s41467-021-24762-w
methods	the reaction mixture	10	10	10.1038/s41377-024-01704-x;10.1038/s41377-026-02237-1;10.1038/s41467-017-01379-6;10.1038/s41467-018-06294-y;10.1038/s41467-020-16652-4
methods	the excitation wavelength	10	10	10.1038/s41377-022-00855-z;10.1038/s41467-018-02978-7;10.1038/s41467-020-20433-4;10.1038/s41467-021-22864-z;10.1038/s41467-022-29812-5
results	as presented in	10	6	10.1038/s41467-022-29538-4;10.1038/s41467-025-56815-9;10.1038/s41377-025-01768-3;10.1038/s41467-024-52401-7;10.1038/s41467-025-63389-z
results	this confirms that	10	10	10.1038/s41377-026-02231-7;10.1038/s41467-018-06294-y;10.1038/s41467-022-31189-4;10.1038/s41467-022-32010-y;10.1038/s41467-023-39488-0
results	the emergence of	10	9	10.1038/s41467-022-29812-5;10.1038/s41377-025-01867-1;10.1038/s41467-020-15944-z;10.1038/s41467-022-35731-2;10.1038/s41467-023-40746-4
results	because of the	10	9	10.1038/s41467-019-09737-2;10.1038/s41377-024-01727-4;10.1038/s41377-026-02356-9;10.1038/s41467-021-24931-x;10.1038/s41467-022-28037-w
methods	after the reaction	10	9	10.1038/s41467-021-25955-z;10.1038/s41377-022-00855-z;10.1038/s41377-024-01704-x;10.1038/s41377-025-02000-y;10.1038/s41377-026-02237-1
results	in summary we	10	10	10.1038/s41467-021-24931-x;10.1038/s41467-023-36773-w;10.1038/s41467-023-41041-y;10.1038/s41467-023-41868-5;10.1038/s41467-024-50432-8
results	density functional theory	10	10	10.1038/s41377-025-01817-x;10.1038/s41377-026-02184-x;10.1038/s41467-018-05909-8;10.1038/s41467-021-21522-8;10.1038/s41467-025-56068-6
methods	steady-state pl spectra	10	10	10.1038/s41467-018-02978-7;10.1038/s41467-018-03049-7;10.1038/s41467-020-14747-6;10.1038/s41467-020-20555-9;10.1038/s41467-020-20582-6
results	to assess the	10	10	10.1038/s41377-024-01704-x;10.1038/s41377-025-01740-1;10.1038/s41377-026-02231-7;10.1038/s41467-023-36118-7;10.1038/s41467-024-47184-w
results	the addition of	10	10	10.1038/s41377-025-01740-1;10.1038/s41467-018-06425-5;10.1038/s41467-020-14747-6;10.1038/s41467-020-18006-6;10.1038/s41467-022-31189-4
results	the results are	10	6	10.1038/s41467-025-59515-6;10.1038/s43246-026-01177-y;10.1038/s41467-023-41929-9;10.1038/s41467-023-43340-w;10.1038/s41467-025-64696-1
results	the details of	10	10	10.1038/s41377-025-01972-1;10.1038/s41377-025-02000-y;10.1038/s41377-026-02356-9;10.1038/s41467-019-08561-y;10.1038/s41467-021-22864-z
methods	transmission electron microscopy	10	10	10.1038/s41377-024-01601-3;10.1038/s41377-025-01867-1;10.1038/s41377-025-01959-y;10.1038/s41467-020-16652-4;10.1038/s41467-024-44894-z
results	all of these	10	7	qdp_2013_auger-control-carrier-kinetics;10.1038/s41377-025-01959-y;10.1038/s41467-018-07383-8;10.1038/s41467-021-24762-w;10.1038/s41467-022-31189-4
methods	the active area	10	10	10.1038/s41467-018-03049-7;10.1038/s41467-018-05760-x;10.1038/s41467-022-31478-y;10.1038/s41467-023-36118-7;10.1038/s41467-024-50893-x
results	this could be	10	7	10.1038/s41467-018-02978-7;10.1038/s41467-022-32010-y;10.1038/s41467-025-59515-6;10.1038/s41377-026-02247-z;10.1038/s41467-022-31478-y
introduction	due to the	10	7	10.1038/s41467-024-47891-4;10.1038/s41467-025-63653-2;10.1038/s41377-025-01768-3;10.1038/s41467-019-08561-y;10.1038/s41467-024-49751-7
results	these results demonstrate	10	9	10.1038/s41467-025-57304-9;10.1038/s41377-024-01727-4;10.1038/s41377-025-02019-1;10.1038/s41467-019-09737-2;10.1038/s41467-020-14747-6
results	this result is	10	10	10.1038/s41377-026-02237-1;10.1038/s41467-018-06425-5;10.1038/s41467-022-28480-9;10.1038/s41467-022-31478-y;10.1038/s41467-023-43408-7
introduction	here we demonstrate	10	10	10.1038/s41377-020-0328-6;10.1038/s41467-018-04986-z;10.1038/s41467-020-20582-6;10.1038/s41467-022-31189-4;10.1038/s41467-024-47184-w
methods	preparation of the	10	6	10.1038/s41377-024-01601-3;10.1038/s41467-026-75756-5;10.1038/s41377-026-02246-0;10.1038/s41467-020-20582-6;10.1038/s41467-023-40150-y
methods	tem images were	10	10	10.1038/s41377-022-00855-z;10.1038/s41467-018-04986-z;10.1038/s41467-020-15481-9;10.1038/s41467-023-36773-w;10.1038/s41467-023-39531-0
results	in this study	10	9	10.1038/s41467-023-43472-z;10.1038/s41467-020-14747-6;10.1038/s41467-020-15481-9;10.1038/s41467-022-35731-2;10.1038/s41467-023-41041-y
results	to further confirm	10	9	10.1038/s41467-024-51760-5;10.1038/s41377-024-01601-3;10.1038/s41377-025-01959-y;10.1038/s41467-021-21522-8;10.1038/s41467-023-40746-4
methods	for a typical	10	7	10.1038/s41467-020-15481-9;10.1038/s41467-018-04986-z;10.1038/s41467-019-08749-2;10.1038/s41467-020-14756-5;10.1038/s41467-020-16652-4
results	similar to the	10	10	10.1038/s41377-024-01601-3;10.1038/s41467-019-08749-2;10.1038/s41467-020-14756-5;10.1038/s41467-020-16855-9;10.1038/s41467-020-18006-6
results	kelvin probe force	10	10	10.1038/s41377-025-01768-3;10.1038/s41467-019-13437-2;10.1038/s41467-024-54160-x;10.1038/s41467-025-56068-6;10.1038/s41467-025-63389-z
methods	the concentration of	9	6	10.1038/s41467-026-75756-5;10.1038/s41467-020-14756-5;10.1038/s41467-022-29812-5;10.1038/s41467-024-46243-6;10.1038/s41467-025-56001-x
results	this phenomenon is	9	8	10.1038/s41467-024-50634-0;10.1038/s41377-025-02000-y;10.1038/s41467-021-20970-6;10.1038/s41467-021-27652-3;10.1038/s41467-024-46243-6
results	it is known	9	8	10.1038/s41467-018-05760-x;10.1038/s41467-019-13909-5;10.1038/s41467-020-14756-5;10.1038/s41467-023-41041-y;10.1038/s41467-023-43340-w
introduction	in addition to	9	9	10.1038/s41377-025-01740-1;10.1038/s41467-019-13951-3;10.1038/s41467-020-14747-6;10.1038/s41467-021-25955-z;10.1038/s41467-023-41929-9
abstract	here we develop	9	9	10.1038/s41377-024-01500-7;10.1038/s41377-025-01835-9;10.1038/s41467-019-13437-2;10.1038/s41467-020-14747-6;10.1038/s41467-020-16659-x
results	it is found	9	3	10.1038/s41467-018-02978-7;10.1038/s41467-018-05760-x;10.1038/s41377-024-01601-3
methods	formamidinium iodide fai	9	9	10.1038/s41377-025-01987-8;10.1038/s41467-019-13437-2;10.1038/s41467-020-14747-6;10.1038/s41467-023-36118-7;10.1038/s41467-025-59515-6
introduction	it has been	9	8	10.1038/s41467-025-63389-z;10.1038/s41467-019-08561-y;10.1038/s41467-019-13909-5;10.1038/s41467-022-31478-y;10.1038/s41467-023-43340-w
methods	all materials were	9	9	10.1038/s41467-021-24931-x;10.1038/s41467-022-29812-5;10.1038/s41467-022-31478-y;10.1038/s41467-023-40150-y;10.1038/s41467-024-44894-z
methods	the pl spectra	9	9	10.1038/s41377-022-01036-8;10.1038/s41377-025-01867-1;10.1038/s41467-020-15944-z;10.1038/s41467-020-17633-3;10.1038/s41467-021-24616-5
results	it is well	9	9	10.1038/s41467-018-05760-x;10.1038/s41467-019-09737-2;10.1038/s41467-023-43472-z;10.1038/s41467-024-45944-2;10.1038/s41467-024-49791-z
methods	the current density-voltage	9	9	10.1038/s41377-022-00855-z;10.1038/s41377-026-02237-1;10.1038/s41467-023-41929-9;10.1038/s41467-024-44894-z;10.1038/s41467-024-46243-6
results	figure 3c shows	9	9	10.1038/s41377-025-02000-y;10.1038/s41467-021-22864-z;10.1038/s41467-022-28037-w;10.1038/s41467-023-41868-5;10.1038/s41467-023-43472-z
results	atomic force microscopy	9	9	10.1038/s41467-018-02978-7;10.1038/s41467-018-05760-x;10.1038/s41467-019-13437-2;10.1038/s41467-020-20433-4;10.1038/s41467-025-59527-2
methods	the precipitate was	9	7	10.1038/s41467-024-55619-7;10.1038/s41928-024-01181-5;10.1038/s41467-024-45945-1;10.1038/s41467-024-50634-0;10.1038/s41467-025-56068-6
discussion	we believe that	9	9	10.1038/s41467-018-04986-z;10.1038/s41467-019-13437-2;10.1038/s41467-020-16659-x;10.1038/s41467-020-18006-6;10.1038/s41467-021-24762-w
results	the thickness of	9	7	10.1038/s41467-021-24931-x;10.1038/s41467-025-59527-2;10.1038/s41467-018-05760-x;10.1038/s41467-023-40150-y;10.1038/s41467-023-43472-z
results	the thicknesses of	9	9	10.1038/s41467-018-02978-7;10.1038/s41467-019-13909-5;10.1038/s41467-020-20433-4;10.1038/s41467-022-31853-9;10.1038/s41467-023-36118-7
results	the decrease in	9	8	10.1038/s41377-025-01959-y;10.1038/s41377-025-01867-1;10.1038/s41467-021-25955-z;10.1038/s41467-023-40746-4;10.1038/s41467-024-47184-w
methods	cadmium oxide cdo	9	9	10.1038/s41467-019-12558-y;10.1038/s41467-022-31189-4;10.1038/s41467-023-35954-x;10.1038/s41467-024-44894-z;10.1038/s41467-024-49791-z
results	to this end	9	8	10.1038/s41377-025-01972-1;10.1038/s41467-020-16659-x;10.1038/s41467-021-22864-z;10.1038/s41467-021-24762-w;10.1038/s41467-023-36118-7
results	the experimental results	9	7	10.1038/s41928-024-01205-0;10.1038/s41467-021-25955-z;10.1038/s41467-022-31853-9;10.1038/s41467-024-45945-1;10.1038/s41467-024-49791-z
methods	uv-vis absorption spectra	9	8	10.1038/s41467-026-73911-6;10.1038/s41377-024-01704-x;10.1038/s41377-025-01817-x;10.1038/s41467-024-51760-5;10.1038/s41467-024-52401-7
results	figure 2b shows	9	9	10.1038/s41377-025-01835-9;10.1038/s41467-021-24762-w;10.1038/s41467-023-35954-x;10.1038/s41467-023-36773-w;10.1038/s41467-023-40194-0
methods	the synthesis of	9	6	10.1038/s41467-025-58471-5;10.1038/s41586-023-05855-6;10.1038/s43246-026-01177-y;10.1038/s41467-020-16652-4;10.1038/s41467-024-50634-0
methods	dimethyl sulfoxide dmso	9	9	10.1038/s41467-018-06425-5;10.1038/s41467-020-15944-z;10.1038/s41467-023-38216-y;10.1038/s41467-024-55376-7;10.1038/s41467-025-56001-x
methods	a keithley 2400	9	9	10.1038/s41467-018-03049-7;10.1038/s41467-019-09794-7;10.1038/s41467-020-14756-5;10.1038/s41467-020-20582-6;10.1038/s41467-025-57304-9
results	the introduction of	9	8	10.1038/s41467-025-67737-x;10.1038/s41467-020-20582-6;10.1038/s41467-021-21522-8;10.1038/s41467-022-35731-2;10.1038/s41467-023-40150-y
results	to quantify the	8	8	10.1038/s41467-019-12558-y;10.1038/s41467-019-13437-2;10.1038/s41467-020-16855-9;10.1038/s41467-024-50432-8;10.1038/s41467-025-57304-9
results	these results highlight	8	7	10.1038/s41467-026-71949-0;10.1038/s41377-025-01972-1;10.1038/s41467-024-47184-w;10.1038/s41467-025-59527-2;10.1038/s41467-026-74151-4
results	this value is	8	8	10.1038/s41467-017-01379-6;10.1038/s41467-019-12558-y;10.1038/s41467-020-16652-4;10.1038/s41467-021-25955-z;10.1038/s41467-022-31189-4
abstract	in this work	8	8	10.1038/s41377-024-01704-x;10.1038/s41377-026-02356-9;10.1038/s41467-023-40746-4;10.1038/s41467-023-41041-y;10.1038/s41467-023-41929-9
results	to improve the	8	8	10.1038/s41377-024-01601-3;10.1038/s41467-024-44894-z;10.1038/s41467-024-50508-5;10.1038/s41467-024-50893-x;10.1038/s41467-024-52521-0
results	as for the	8	6	10.1038/s41467-022-29812-5;10.1038/s41467-024-46243-6;10.1038/s41377-025-01817-x;10.1038/s41467-023-40150-y;10.1038/s41467-025-56068-6
results	these values are	8	8	10.1038/s41377-025-01817-x;10.1038/s41467-019-13951-3;10.1038/s41467-022-29538-4;10.1038/s41467-025-56987-4;10.1038/s41467-025-57200-2
methods	for the synthesis	8	8	10.1038/s41377-022-00992-5;10.1038/s41377-024-01727-4;10.1038/s41377-025-01959-y;10.1038/s41467-018-04986-z;10.1038/s41467-020-14756-5
results	this is due	8	7	10.1038/s41467-018-02978-7;10.1038/s41467-024-47184-w;10.1038/s41467-024-49574-6;10.1038/s41467-024-49838-1;10.1038/s41467-024-55812-8
results	scanning electron microscopy	8	8	10.1038/s41377-025-01768-3;10.1038/s41467-019-13437-2;10.1038/s41467-024-47184-w;10.1038/s41467-025-59527-2;10.1038/s41467-026-68315-5
methods	ultraviolet photoelectron spectroscopy	8	8	10.1038/s41377-025-01768-3;10.1038/s41467-018-02978-7;10.1038/s41467-020-20582-6;10.1038/s41467-021-27652-3;10.1038/s41467-022-29702-w
results	based on this	8	7	10.1038/s41467-026-74151-4;10.1038/s41467-018-06294-y;10.1038/s41467-022-31189-4;10.1038/s41467-024-53965-0;10.1038/s41467-024-55812-8
introduction	more importantly the	8	8	10.1038/s41377-024-01601-3;10.1038/s41467-020-16865-7;10.1038/s41467-021-20970-6;10.1038/s41467-022-29538-4;10.1038/s41467-022-32010-y
methods	x-ray diffraction xrd	8	8	10.1038/s41377-025-01867-1;10.1038/s41467-020-16652-4;10.1038/s41467-023-41868-5;10.1038/s41467-024-51760-5;10.1038/s41467-025-63389-z
introduction	previous studies have	8	8	10.1038/s41467-024-45945-1;10.1038/s41467-024-52521-0;10.1038/s41467-024-53221-5;10.1038/s41467-025-56557-8;10.1038/s41467-025-59515-6
results	the intensity of	8	7	10.1038/s41467-024-50508-5;10.1038/s41467-019-13909-5;10.1038/s41467-020-15944-z;10.1038/s41467-020-20555-9;10.1038/s41467-023-39531-0
methods	then the temperature	8	4	10.1038/s41467-020-14756-5;10.1038/s41467-026-73298-4;10.1038/s41377-022-00855-z;10.1038/s41467-024-45944-2
results	the increase in	8	7	10.1038/s43246-024-00576-3;10.1038/s41467-021-27652-3;10.1038/s41467-022-31189-4;10.1038/s41467-023-35954-x;10.1038/s41467-024-45944-2
methods	cesium bromide csbr	8	8	10.1038/s41467-018-05909-8;10.1038/s41467-023-40150-y;10.1038/s41467-024-55376-7;10.1038/s41467-025-56001-x;10.1038/s41467-025-61085-6
results	the degree of	8	7	10.1038/s41467-025-65871-0;10.1038/s41467-024-49751-7;10.1038/s41467-024-49791-z;10.1038/s41467-025-60886-z;10.1038/s41467-026-71292-4
results	this is the	8	8	10.1038/s41467-019-13951-3;10.1038/s41467-020-15481-9;10.1038/s41467-022-31478-y;10.1038/s41467-022-31853-9;10.1038/s41467-024-44894-z
results	we also performed	8	8	10.1038/s41377-024-01704-x;10.1038/s41467-023-36118-7;10.1038/s41467-023-40746-4;10.1038/s41467-024-55653-5;10.1038/s41467-024-55812-8
results	to explore the	8	8	10.1038/s41467-018-05909-8;10.1038/s41467-022-29702-w;10.1038/s41467-024-52401-7;10.1038/s41467-025-58047-3;10.1038/s41467-025-63653-2
results	high-resolution transmission electron	8	7	10.1038/s41467-021-27652-3;10.1038/s41467-020-15481-9;10.1038/s41467-024-50634-0;10.1038/s41467-025-57746-1;10.1038/s41467-026-72115-2
results	with the increase	8	7	10.1038/s41377-024-01727-4;10.1038/s41377-024-01500-7;10.1038/s41467-021-24931-x;10.1038/s41467-024-50022-8;10.1038/s41467-024-50508-5
results	in the control	8	6	10.1038/s41467-026-72115-2;10.1038/s41467-026-72625-z;10.1038/s41467-018-05909-8;10.1038/s41467-021-20970-6;10.1038/s41467-025-57304-9
results	we speculate that	8	7	10.1038/s41467-020-16855-9;10.1038/s41467-018-06425-5;10.1038/s41467-019-13909-5;10.1038/s41467-020-20582-6;10.1038/s41467-025-56987-4
results	therefore it is	8	7	10.1038/s41467-024-50893-x;10.1038/s41467-022-31853-9;10.1038/s41467-024-45944-2;10.1038/s41467-024-53965-0;10.1038/s41467-025-59515-6
methods	after backfilling with	8	1	10.1038/s41467-022-35731-2
results	it is also	8	7	10.1038/s41467-024-45945-1;10.1038/s41467-018-04986-z;10.1038/s41467-019-13951-3;10.1038/s41467-021-20970-6;10.1038/s41467-023-43340-w
results	these findings suggest	8	7	10.1038/s41377-025-01867-1;10.1038/s41467-024-50634-0;10.1038/s41467-025-57304-9;10.1038/s41467-025-58471-5;10.1038/s41467-026-69198-2
introduction	in particular the	8	8	10.1038/s41377-024-01601-3;10.1038/s41467-021-25955-z;10.1038/s41467-023-43408-7;10.1038/s41467-024-45945-1;10.1038/s41467-024-49751-7
results	in this work	8	8	10.1038/s41377-025-01740-1;10.1038/s41467-023-41868-5;10.1038/s41467-024-45945-1;10.1038/s41467-024-50508-5;10.1038/s41467-024-55376-7
results	these observations suggest	8	8	10.1038/s41467-018-06425-5;10.1038/s41467-019-09737-2;10.1038/s41467-024-55812-8;10.1038/s41467-025-58471-5;10.1038/s41467-025-64596-4
results	we observed that	8	8	10.1038/s41377-026-02237-1;10.1038/s41467-022-31478-y;10.1038/s41467-024-44894-z;10.1038/s41467-024-50432-8;10.1038/s41467-025-57200-2
results	the current density	8	8	10.1038/s41377-020-0328-6;10.1038/s41467-020-17633-3;10.1038/s41467-023-43472-z;10.1038/s41467-024-46243-6;10.1038/s41467-025-56557-8
abstract	here we introduce	8	8	10.1038/s41377-024-01727-4;10.1038/s41467-021-27652-3;10.1038/s41467-024-45945-1;10.1038/s41467-025-59515-6;10.1038/s41467-026-74198-3
results	in contrast for	8	8	10.1038/s41467-019-12558-y;10.1038/s41467-020-14756-5;10.1038/s41467-024-50893-x;10.1038/s41467-024-55376-7;10.1038/s41467-025-65871-0
results	we observe that	8	8	10.1038/s41467-021-22864-z;10.1038/s41467-024-49791-z;10.1038/s41467-024-49838-1;10.1038/s41467-025-57304-9;10.1038/s41467-025-61511-9
methods	xps measurements were	8	8	10.1038/s41377-025-01867-1;10.1038/s41467-018-05760-x;10.1038/s41467-019-13437-2;10.1038/s41467-021-22864-z;10.1038/s41467-024-45945-1
results	this reduction in	8	7	10.1038/s41467-026-72625-z;10.1038/s41467-024-54160-x;10.1038/s41467-025-64546-0;10.1038/s41467-026-69198-2;10.1038/s41467-026-69200-x
results	in terms of	8	8	10.1038/s41377-022-01036-8;10.1038/s41377-025-01740-1;10.1038/s41467-021-27652-3;10.1038/s41467-022-31853-9;10.1038/s41467-024-55376-7
results	we notice that	8	6	10.1038/s41467-022-29812-5;10.1038/s41467-018-03049-7;10.1038/s41467-020-20582-6;10.1038/s41467-025-57200-2;10.1038/s41467-026-75756-5
methods	the brillouin zone	8	7	10.1038/s41467-021-22864-z;10.1038/s41467-021-21522-8;10.1038/s41467-023-41929-9;10.1038/s41467-025-59515-6;10.1038/s41467-025-66421-4
methods	the binding energy	8	8	10.1038/s41377-024-01704-x;10.1038/s41377-025-01768-3;10.1038/s41377-026-02237-1;10.1038/s41467-020-17633-3;10.1038/s41467-024-55619-7
methods	the system was	8	7	10.1038/s41467-018-06294-y;10.1038/s41467-019-08561-y;10.1038/s41467-019-09737-2;10.1038/s41467-025-56815-9;10.1038/s41467-025-62345-1
results	to confirm the	8	8	10.1038/s41467-020-15481-9;10.1038/s41467-021-24931-x;10.1038/s41467-023-35954-x;10.1038/s41467-023-43472-z;10.1038/s41467-024-50508-5
results	figure 2c shows	8	8	10.1038/s41467-020-16652-4;10.1038/s41467-020-16865-7;10.1038/s41467-022-31853-9;10.1038/s41467-023-35954-x;10.1038/s41467-023-38216-y
results	the device performance	8	8	10.1038/s41467-019-08561-y;10.1038/s41467-020-17633-3;10.1038/s41467-023-36118-7;10.1038/s41467-024-50508-5;10.1038/s41467-024-55376-7
results	the fact that	7	5	10.1038/s41467-020-15944-z;10.1038/s41467-020-16560-7;10.1038/s41467-017-01379-6;10.1038/s41467-021-21522-8;10.1038/s41467-024-52208-6
methods	atomic force microscope	7	7	10.1038/s41467-022-29702-w;10.1038/s41467-023-41868-5;10.1038/s41467-024-50022-8;10.1038/s41467-024-55376-7;10.1038/s41467-025-56068-6
results	the conductivity of	7	6	10.1038/s41467-022-32010-y;10.1038/s41377-026-02356-9;10.1038/s41467-024-54160-x;10.1038/s41467-025-64111-9;10.1038/s41467-025-64596-4
introduction	here we present	7	7	10.1038/s41467-018-06425-5;10.1038/s41467-020-16865-7;10.1038/s41467-021-24931-x;10.1038/s41467-022-29538-4;10.1038/s41467-024-55812-8
results	the perovskite films	7	5	10.1038/s41467-026-72733-w;10.1038/s41467-026-73911-6;10.1038/s41467-018-02978-7;10.1038/s41467-024-51760-5;10.1038/s41467-026-71301-6
results	to better understand	7	7	10.1038/s41467-019-13909-5;10.1038/s41467-020-16855-9;10.1038/s41467-023-39531-0;10.1038/s41467-023-41929-9;10.1038/s41467-025-63684-9
methods	the performance of	7	7	10.1038/s41377-024-01601-3;10.1038/s41467-019-09794-7;10.1038/s41467-020-20555-9;10.1038/s41467-025-61085-6;10.1038/s41467-026-68315-5
results	the use of	7	7	10.1038/s41467-022-29538-4;10.1038/s41467-022-31189-4;10.1038/s41467-023-43340-w;10.1038/s41467-024-47891-4;10.1038/s41467-026-74151-4
